"","iq","ses","parent_edu","house_cost"
"1",86.1680166540991,7.67234561582813,16.105073929653,231.189398468753
"2",107.143095383594,6.88120745384649,11.3430747317312,355.887359988948
"3",114.258163050721,9.91074594319789,15.7195011633029,311.029748940049
"4",124.824374887917,12.4107765043043,16.241550486945,221.086791683794
"5",88.94372776046,2.6645197605745,12.9460199255947,191.848434456935
"6",99.5110044483872,6.29059018275848,15.7991685767311,224.451146060475
"7",103.356637933337,10.344274501458,9.35289861017399,295.501093960957
"8",108.747199548327,5.82604824554964,11.9199902611443,154.977746888421
"9",117.787558775132,2.34794606403408,15.5023697227803,291.746256062713
"10",64.7903905009673,3.59362114476619,11.9220267192388,217.054048564976
"11",86.3185862104897,4.0589660419098,14.6823423366737,234.49083657139
"12",82.5122244975802,8.10249963961212,20.1035072829504,273.882754626646
"13",107.351647552546,11.4113534484458,20.0751371879078,325.960683163266
"14",117.501619015841,4.765937979291,17.8871978282634,437.410844645483
"15",104.303301847047,6.42447946686658,15.1733731600772,196.977032592457
"16",93.9669300060161,6.41723812710047,15.1813543004778,120.154416276345
"17",101.464986122108,0.763127488526699,17.5085763995931,316.76328766089
"18",125.962333026089,4.34214301633792,13.6891790998891,206.872419600252
"19",117.769377753193,10.3879224254459,16.0475905559998,359.379728450049
"20",85.0144740548177,8.37438658813041,18.9788698493178,326.990452726211
"21",86.7452056387993,6.65254030087491,8.63382949784998,293.392358226068
"22",75.3359952090795,7.75858154928392,18.0030117876187,270.733419581389
"23",101.276558076315,11.5276508957379,11.2019110500813,303.237226508361
"24",116.959168381529,8.81575815398637,15.8509933629077,225.115337325522
"25",85.4854433593291,9.97412019935801,11.8328123096778,319.981013337701
"26",98.3031444078701,9.99883134064093,16.0848027138227,262.280779477813
"27",108.992221704731,6.48648221408347,17.8811825859921,299.484871615429
"28",101.972898773175,6.47219853837551,17.5339981776215,359.286026672307
"29",85.9059751194489,2.47624537179659,11.4766312115378,354.627017206908
"30",101.327740301053,6.84746179787789,15.322025174445,205.20746865949
